Hotel Name,City Name,Review_Language,Prompt_Language,Upside_Review,Downside_Review,Review_Score,Sentiment
BlnCty Hotel,Berlin,English,Korean,"The BlnCty Hotel in Berlin was simply exceptional. The rooms were spotless, the staff was cordial and went out of their way to aid in any way possible. Furthermore, the location was perfect, right in the heart of Berlin with easy access to various transportation options and local attractions.","Honestly, there was nothing to complain about.",10,POS
BlnCty Hotel,Berlin,English,English(Italian),"I was highly impressed by the cleanliness and modern design of BlnCty Hotel. The rooms were spacious and had all the amenities one would require. The staff was remarkably friendly, always ready to assist and cater to our needs. The hotel's location is also excellent, with many popular attractions nearby and surrounded by various local food spots worth exploring.","While the stay was overall satisfying, I wish the hotel's breakfast included more vegan options.",8,POS
BlnCty Hotel,Berlin,English,Korean,"Ideal location, great comfort and excellent customer service",nan,9,POS
BlnCty Hotel,Berlin,English,English(Korean),"The BlnCty Hotel is a modern and sleek accommodation in the heart of Berlin. The location is simply perfect, very central and close to the main attractions. The staff are extremely helpful and friendly and the rooms, while not overly spacious, are clean, modern, and well-equipped with all the necessities.","The only minor issue was the wall insulation between rooms which wasn't perfect, as we could hear some noise from the adjacent room. But it wasn't a major problem and didn't significantly impact our stay.",9,POS
BlnCty Hotel,Berlin,English,Chinese,"Spacious rooms, convenient location, friendly staff.",nan,8,POS
BlnCty Hotel,Berlin,English,Turkish,The location is okay and close to public transportation,The room was not air-conditioned and very muggy. The conditions were uncomfortable,2,NEG
BlnCty Hotel,Berlin,English,English(Spanish),The location of the hotel and the design had lots of potential.,"Unfortunately, the cleanliness and the service were subpar, which really diminished the overall experience. The room was not cleaned properly and I had difficulties with the staff when requesting additional amenities.",3,NEG
BlnCty Hotel,Berlin,English,Korean,"The hotel was located quite centrally, which was great.","The room we stayed in was very small and the cleanliness left something to be desired. Unfortunately, the staff at the reception was not very helpful.",3,NEG
BlnCty Hotel,Berlin,English,Italian,"Central location was the only positive,","The room was too small and had no amenities at all. Also, the noise from the hallway is too loud in the rooms. The breakfast selection was extremely limited.",3,NEG
BlnCty Hotel,Berlin,English,Italian,The hotel's proximity to the city center was quite convenient.,"The hotel rooms were not very clean, dust was noticeable on surfaces and the bathroom was not up to standard either. The noise from the street was very disturbing during the night, making it hard to get a good night's sleep. Additionally, the staff wasn't very friendly nor helpful when issues were brought to their attention.",2,NEG
numa I Arc Rooms & Apartments,Berlin,English,English(Turkish),"The numa I Arc Rooms & Apartments delivers a home-like feel for its guests. The rooms are spacious, clean, and equipped with modern amenities that add to the overall comfort of the stay. The location is quite central, allowing easy access to tourist spots and local attractions.","The check-in process could have been a bit smoother. However, the staff was apologetic and efficiently resolved the problem.",8,POS
numa I Arc Rooms & Apartments,Berlin,English,English(French),"The location was excellent, just a short walk from the bustling city centre. The room itself was beautifully designed, spacious and exceptionally clean. The hotel staff were incredibly friendly and went above and beyond to ensure a comfortable stay.",I honestly couldn't find any flaws during my stay.,9,POS
numa I Arc Rooms & Apartments,Berlin,English,Turkish,"The Berlin numa I Arc Rooms & Apartments proved to be an ideal choice for my stay. The location was central and convenience with great accessibility to public transport. The interior of the rooms were stylish, clean and well-equipped with the necessary amenities.",A slight downside was the absence of a 24/7 reception but the staff were very helpful and responsive when contacted.,8,POS
numa I Arc Rooms & Apartments,Berlin,English,English(Romanian),"The location of the numa I Arc Rooms & Apartments is perfect for exploring Berlin. Moreover, the staff was so welcoming and the rooms were impeccably clean.",nan,8,POS
numa I Arc Rooms & Apartments,Berlin,English,English(Korean),Charming aesthetic and prime location.,Minor glitches with room automation.,8,POS
numa I Arc Rooms & Apartments,Berlin,English,Korean,"Loved the location, it was very central. The establishment was very clean and the staff was friendly.","The room was surprisingly small, I was expecting more space. The noise from the other rooms was quite audible which was quite disturbing. Also, the WiFi connection was not the best.",3,NEG
numa I Arc Rooms & Apartments,Berlin,English,Korean,"The location was decent, close to public transportation and local eateries.","Although the location was fine, the hotel itself was very subpar. The rooms were outdated and not particularly clean. The staff was not very responsive to our concerns and the overall ambiance of the hotel was underwhelming. Additionally, the Wi-Fi was spotty and unreliable.",3,NEG
numa I Arc Rooms & Apartments,Berlin,English,English(Turkish),The hotel is located in a convenient location close to public transit.,"The room was not properly cleaned upon arrival, there were issues with the Wi-Fi connectivity that were not swiftly resolved, customer service was lackluster, and the noise level was quite high during the night.",4,NEG
numa I Arc Rooms & Apartments,Berlin,English,English(Spanish),The location of the hotel and the modern design,"Service was poor, room was not cleaned upon arrival, and the WiFi hardly worked. Additionally, the noise levels were way too high, making it hard to get a good night's rest.",4,NEG
numa I Arc Rooms & Apartments,Berlin,English,Spanish,"Excellent location, in the heart of the city.","Housekeeping service was poor, didn't replace toiletries and room wasn't vacuumed during our stay. Bit of a let down for the price we paid.",3,NEG
Eurostars Berlin,Berlin,English,English(Spanish),"Staff is friendly and helpful. Room was clean, breakfast was delicious as well",Couldn't find any negatives,8,POS
Eurostars Berlin,Berlin,English,Russian,"The Eurostars Berlin is an excellent choice for anyone travelling to the city. The location is prime, close to the busy district but quiet enough to get a good night's sleep. The rooms were clean, and the staff were very kind and accommodating. The breakfast was well worth the price, offering a variety of choices from traditional options to healthier ones.","I can't think of any particularly significant downsides to this hotel. While there's always room for improvement, I found their services to be in line with what one would expect from a hotel of this standard.",9,POS
Eurostars Berlin,Berlin,English,Chinese,"The Eurostars Berlin is a beacon of luxury in the heart of Berlin. Its decor is fascinating, breakfast is delicious, and the service is impeccable.",nan,10,POS
Eurostars Berlin,Berlin,English,French,"Eurostars Berlin hotel defines comfort and luxury. The rooms are well-furnished, clean and spacious. The service was impeccable, and the staff was eager to assist. Located in the heart of the city, the hotel offers easy access to popular tourist spots.","While overall excellent, the wifi connection in my room did lag at times",8,POS
Eurostars Berlin,Berlin,English,Turkish,"Eurostars Berlin is an exceptional hotel. The rooms are spacious, impeccably clean, and tastefully decorated. The staff is sociable, attentive, and always ready to assist. Located in the heart of Berlin, it's minutes away from the best parts of the city. The hotel's restaurant was the highlight of our stay - the menu was diverse, and every meal we tried was exceptional.",The only downside I could think of is its popularity which necessitates booking well in advance.,8,POS
Eurostars Berlin,Berlin,English,English(French),"The entrance of the Eurostars Berlin Hotel looks great and the location is very convenient for tourists, being located in the city center.","However, the rooms lacked cleanliness. There was dust on the furniture and the bathrooms had broken fittings. The breakfast was subpar considering the price and the service was not very friendly. Furthermore, the noise from the road was clearly audible making it difficult to have a good night sleep. WiFi was also problematic, with a very weak signal.",2,NEG
Eurostars Berlin,Berlin,English,Italian,"The hotel has a good location, close to shops and restaurants.","The room was far too hot and there was no way to cool it down. The windows do not open and the air conditioning wasn't working properly. Also, the breakfast is very limited especially for vegans. Lastly, the WIFI connection was really poor. I would not recommend staying there if you have work to do.",4,NEG
Eurostars Berlin,Berlin,English,French,The location was good,"The room was fairly clean, but with a dusty carpet. The staff was not very friendly, especially at the reception. The noise insulation could be improved, as I could hear people in the next room. The breakfast was also quite expensive for what was offered, and they even tried to charge us again after we had already paid.",3,NEG
Eurostars Berlin,Berlin,English,English(Italian),Exceptional architecture and central location.,"The rooms were not well soundproofed, the noise from the neighboring room was disturbing. The customer service was also lacking, with a long check-in and no help offered with luggage. The in-room dining menu was limited and lacking in quality.",3,NEG
Eurostars Berlin,Berlin,English,English(Romanian),Central location with easy access to public transportation. Comfy beds.,"Despite the central location, the overall experience was underwhelming. The staff at the reception desk were rather cold and seemed to be disinterested. Room service was quite slow and the food was mediocre at best. The room itself, although clean, was very basic and lacked the charm you would expect from a hotel of this caliber in a city like Berlin.",5,NEG
Ibis budget Berlin Potsdamer Platz,Berlin,English,English(Italian),"The Ibis Budget Berlin Potsdamer Platz is wonderfully located close to many sightseeing attractions. The rooms, although budget, were clean, comfortable, and quiet. The staff were very friendly, attentive, and provided excellent tourist guidance and maps for the city. There are also several nearby restaurants that were a joy to dine in after a long day of walking.",The Wi-Fi was a bit slow during peak hours which might be a bit of an inconvenience.,8,POS
Ibis budget Berlin Potsdamer Platz,Berlin,English,Korean,"Fantastic location and well-priced. 
The rooms were simple, but clean and comfy.",It was a pity that they didn't have many dining options.,8,POS
Ibis budget Berlin Potsdamer Platz,Berlin,English,English(Spanish),"I loved the modern and minimalistic design of the rooms, and the location was very convenient for sightseeing.","The walls seemed a bit thin, so I could hear some noise from the hallway and other rooms.",8,POS
Ibis budget Berlin Potsdamer Platz,Berlin,English,Spanish,"The Ibis budget Berlin Potsdamer Platz offers the wonderful combination of a good price, clean rooms and perfect location. The staff are friendly and helpful, and the breakfast was decent.","The only downside is that the rooms are quite small, but it’s manageable if you’re just looking for a place to rest after exploring the city.",8,POS
Ibis budget Berlin Potsdamer Platz,Berlin,English,English(Chinese),"The Ibis Budget Berlin Potsdamer Platz is a highly convenient option for those on a city trip to Berlin. The hotel's stand-out feature is its location - walking distance to numerous city attractions including the Checkpoint Charlie and the Brandenburg Gate. Public transport is also easily accessible. The rooms, while basic, were clean, functional and remarkably quiet, ample for a restful sleep after a taxing day of sightseeing. The hotel staff were professional and accommodating, always ready to assist and guide with directions and suggestions.","The downside would be the breakfast which, while enjoyable, does not vary much day by day. An addition of some more hot options would be appreciated. Also, more closet space won't be amiss, especially for longer stays. The WiFi, though mostly steady, did have some temporary lags.",8,POS
Ibis budget Berlin Potsdamer Platz,Berlin,English,Chinese,"The location was quite central, near to Potsdamer Platz and check-in process was smooth.",The room was smaller than expected and lacked amenities. There was a bit of noise from the street and the beds were not comfortable.,3,NEG
Ibis budget Berlin Potsdamer Platz,Berlin,English,English(Korean),"The location of the hotel was great, with many sightseeing spots nearby and ample public transport choices around.","Unfortunately, the room was incredibly small and cramped. The wifi connection kept dropping and it was quite slow. There wasn't a proper area for luggage storage in the room and the air conditioner didn't function properly so the room was uncomfortably warm. The customer services also left a lot to be desired.",4,NEG
Ibis budget Berlin Potsdamer Platz,Berlin,English,English(French),The location of Ibis Budget Berlin Potsdamer Platz is a real perk as it is close to a major transport hub and within walkable distances to many of Berlin's top attractions.,"Unfortunately, the positive aspects end there. The service at this establishment left much to be desired, particularly at the front desk where customer assistance was mediocre at best. The rooms were very basic, which is to be expected with budget accommodations, however, they were not particularly clean, which is simply non-negotiable, regardless of price point. There was a lack of daily housekeeping, making the stay less comfortable as the days went on. Basic amenities such as toiletries and a hairdryer were not provided.",3,NEG
Ibis budget Berlin Potsdamer Platz,Berlin,English,English(Spanish),"Ibis budget Berlin Potsdamer Platz is well situated in central Berlin, within walking distance to some popular attractions. Check-in was also quick and efficient.","However, the rooms leave much to be desired in terms of cleanliness and comfort. The beds were not very comfortable and the rooms had a distinct, unpleasant odor. Additionally, the breakfast selection left a lot to be desired and customer service was subpar. The staff were not very helpful when we encountered issues.",3,NEG
Ibis budget Berlin Potsdamer Platz,Berlin,English,English(Turkish),The hotel's location near public transport makes it easily accessible,The rooms were small and lacked basic amenities. The staff were also not very friendly.,5,NEG
Ballhaus Berlin Hostel,Berlin,English,English(Italian),"The Ballhaus Berlin Hostel in Berlin perfectly combines the charm of the historical building it is housed in with modern amenities. The staff were exceptionally welcoming and went above and beyond to ensure our comfort. Our room was impeccably clean and cozy, conveying a warm ambiance that truly felt like a home away from home. Adding to the overall delightful experience was the hostel's prime location with a plethora of interesting places to explore in the surrounding area.","As with any aged building, there were a few creaks and noises that might not be ideal for light sleepers. They could also improve the variety of items in their breakfast menu.",8,POS
Ballhaus Berlin Hostel,Berlin,English,Chinese,"Hostel situated in a great location, staff friendly, rooms clean.",WiFi signal could be stronger.,8,POS
Ballhaus Berlin Hostel,Berlin,English,English(Romanian),This hostel holds a charming old world aura with modern amenities. Great location with attentive staff.,nan,8,POS
Ballhaus Berlin Hostel,Berlin,English,English(Chinese),The ambience of the hostel was very welcoming and the local attractions were only a short walking distance away.,The noise level during the night was a bit high for my personal preference.,8,POS
Ballhaus Berlin Hostel,Berlin,English,English(Turkish),"This hostel is incredibly unique and has a lot of character. The dorm room was clean and comfortable, and the shared facilities were well-maintained. I particularly enjoyed the friendly, laid-back atmosphere and the opportunity to meet travelers from around the world. The location is also excellent, with many of Berlin's main attractions easily accessible on foot or via public transport.","If you're a light sleeper, you might find it a bit noisey due to its historical style and location.",8,POS
Ballhaus Berlin Hostel,Berlin,English,English(French),"The accessibility of the Ballhaus Berlin Hostel was commendable; it was conveniently nestled near an U-bahn station which did make transport easier. The historical charm of the building itself was also noteworthy, preserving a distinct piece of Berlin's past.","However, there were a number of shortcomings that were hard to ignore. The advertised common kitchen was practically non-functional as it lacked the most basic appliance: a stove. This came as quite a disappointment as I had intended to prepare my own meals during my stay. Additionally, the presence of the reception staff was alarmingly sparse - in my three-day stay, I encountered them only once. This lack of assistance and guidance was rather unfortunate. Perhaps what marred the experience most was the unwelcoming atmosphere that loomed in the place - it felt as though the place was more concerned with imposing liabilities rather than fostering a homely, welcoming environment. I also left my stay with an unpleasant infestation of fleas.",3,NEG
Ballhaus Berlin Hostel,Berlin,English,Romanian,The location of the hostel is convenient to public transport.,Hardly any facilities to make use of. The hostel is old and requires a major renovation. The staff are not welcoming and the customer service is well below standard. My room was cold during my stay in winter and the heater was not working adequately. The price paid is not worth the amenities provided.,2,NEG
Ballhaus Berlin Hostel,Berlin,English,English(Italian),The hostel is central and the shared spaces have a vintage charm,"Cleanliness was lacking particularly in the shared bathrooms, the bedrooms were cramped with minimal privacy and the noise from the street was disruptive to sleep.",3,NEG
Ballhaus Berlin Hostel,Berlin,English,Korean,"Central location, near public transportation.","The noise level was very high, with noise from the bar downstairs and the street echoing up. The beds were quite uncomfortable, and the bathroom was not properly maintained. There were shortages of basic supplies like toilet paper.",2,NEG
Ballhaus Berlin Hostel,Berlin,English,Romanian,The bar downstairs is really nice with good music.,"The rooms are too loud, you can hear pretty much everything what's going on in the staircase and the other rooms. Bed was extremely uncomfortable and the showers were under any human standards. Not recommended for a relaxing visit.",2,NEG
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,Italian,"The location was excellent, right in the heart of the city. The staff were super friendly and helpful. I also appreciated the clean and comfortable rooms.",The availability of parking was a bit of an issue.,8,POS
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,English(Turkish),"Conveniently located next to the Ku'damm, the main shopping street in Berlin, Hotel Vivaldi offers clean and comfortable rooms. Staff was courteous and ready to help with any requests.",N/A,9,POS
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,English(German),"Excellent stay in a wonderful atmosphere. The location of the hotel is perfect, situated close to some of the city's main attractions and right on the Kurfürstendamm shopping street. Rooms are clean, comfortable, and very quiet. The staff are all efficient, professional and extremely friendly.",Nothing to particularly call out.,8,POS
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,Russian,"The hotel has a wonderful location right near Kurfürstendamm. The rooms are clean, the breakfast is great and the staff is super friendly and helpful. It's also located near to many attractions and interesting places to visit in Berlin.",The only downside I could mention is that the wifi is limited. It would be great if they could improve on this.,9,POS
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,English(Turkish),The staff were very friendly and the location was great! Just a couple of minutes from the nearest bus stop and subway station.,nan,9,POS
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,Spanish,The hotel is in a good location and the initial impression of the hotel was quite pleasant.,"Unfortunately, the room that we were assigned to had several issues. It smelled of cigarettes, the bathroom was not as clean as I would have liked and the wall paint was peeling off in some areas. Despite raising these issues to the reception staff, no efforts were made to address these within our stay. Moreover, the WiFi connection was poor and dropped frequently.",2,NEG
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,Italian,"The location of Hotel Vivaldi Berlin am Kurfürstendamm is quite good, right near the U-Bahn station and within reasonable distance to many of the city's main attractions. There are also many restaurants and shops around which can be convenient.","Unfortunately, the rooms in this hotel are quite dated and could use a modern update. I was also disappointed to find no mini fridge - this is usually standard in many hotels. The WiFi was also quite unreliable, having to connect multiple times a day. The walls seemed very thin as I could hear noises from the neighbors and the street outside. Lastly, although the staff generally was friendly, some seem uninterested and didn't seem to care much about providing good service.",3,NEG
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,Chinese,"The location of Hotel Vivaldi Berlin am Kurfürstendamm was quite convenient for us, being in the heart of Berlin.","However, the rooms were extremely small and cramped, with hardly any space to move around. The cleanliness left a lot to be desired - there were stains on the sheets and the bathroom grout was mouldy. The noise pollution from the street was extremely disruptive to our sleep. We found the staff to be dismissive and not interested in solving any problems. The Wi-Fi was weak and unreliable, causing us a lot of inconvenience.",2,NEG
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,English(Russian),"The hotel's location is pretty good; it is close to many shops and restaurants,","however, my stay at Hotel Vivaldi Berlin am Kurfürstendamm was less than satisfactory. The room was smaller than expected and looked nothing like the photos online. The cleanliness of the hotel left much to be desired; there were stains on the bedding and dust in several areas of the room. Additionally, the staff was not very helpful or friendly. The Wi-Fi was constantly disconnecting and the breakfast provided was of poor quality. Due to these reasons, I would not recommend this hotel to other tourists.",2,NEG
Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,English,English(Korean),Easy access to public transport links,"Insufficient heating in the room, had to sleep with my coat. The staff were also not particularly friendly or helpful.",3,NEG
The Westin Grand Berlin,Berlin,English,Romanian,"The Westin Grand Berlin was a wonderful surprise. The room was spacious and luxurious, with a comfortable bed and a fantastic bathroom. The breakfast was varied and delicious, and the staff was always friendly and helpful. The location is also perfect, close to many attractions and the subway.",Nothing to point out.,10,POS
The Westin Grand Berlin,Berlin,English,Chinese,"The staff were incredibly helpful and welcoming at the Westin Grand Berlin. The rooms were well-appointed and comfortable, and the location is hard to beat. Breakfast was varied and delicious.",The Wi-Fi was a bit slow and sometimes it was overcrowded in the lobby.,8,POS
The Westin Grand Berlin,Berlin,English,Turkish,"My family and I stayed at The Westin Grand Berlin and found it to be a wonderfully luxurious experience. The room had a stunning design which made us feel as if we were immersed in Berlin's history and culture. The breakfast was the real highlight though, offering a wide variety of choice to cater for all tastes. The well-functioning heaters did a good job of keeping the cold out, which was great.","A minor gripe we had was with the occasional slow service at the hotel's restaurant during peak times, but it was not a significant issue.",8,POS
The Westin Grand Berlin,Berlin,English,German,"This hotel really worked for me. The location of The Westin Grand Berlin was unparalleled, close to several city sights, so I felt like I could really soak in Berlin's vibrant culture. The rooms were clean and well-maintained, providing me a comfortable place to rest after busy exploration days. Staff were hospitable and always ready to assist.",The hotel could probably improve on their breakfast offerings as they lacked variety.,8,POS
The Westin Grand Berlin,Berlin,English,English(Russian),"The Westin Grand Hotel had an excellent central location. Our room was spacious and the bed very comfortable. Staff at the front desk were very professional and friendly. Also, the breakfast was absolutely amazing, a wide variety of high quality food.","The WiFi was a little bit slow, other than that everything was perfect.",9,POS
The Westin Grand Berlin,Berlin,English,Russian,great location,"hotel felt very dated, rooms were not clean to satisfaction, toilet had a constant running water sound, the room was too hot and HVAC did not work properly, staff was indifferent to complaints",2,NEG
The Westin Grand Berlin,Berlin,English,English(French),Stunning architecture and central location,Service was lacklustre and unresponsive. Room cleanliness did not meet my expectations. WiFi connection was sporadic and unreliable.,2,NEG
The Westin Grand Berlin,Berlin,English,Russian,The entrance of the hotel looks grand and the staff are polite,"The rooms are outdated and need renovation. There were significant cleanliness issues, especially in the bathroom. The stay was not worth the high price.",3,NEG
The Westin Grand Berlin,Berlin,English,English(German),This hotel is situated in a central location and has an impressive lobby that immediately gives a sense of grandeur.,"However, once I arrived in the room, the story was very different. The room felt outdated, the linens were worn out and the bed was very uncomfortable. The staff wasn't as attentive and prompt as I would have expected from a hotel of this supposed caliber. Also, I noticed a slight mildew smell coming from the bathroom.",3,NEG
The Westin Grand Berlin,Berlin,English,English(Russian),"Located in the city center, close to many attractions",Room service was below average and the room was not as clean as expected,4,NEG
Estrel Berlin,Berlin,English,English(Russian),Very nice staff and good breakfast. The rooms were large and very clean.,nan,9,POS
Estrel Berlin,Berlin,English,Chinese,Hotel was very clean and staff was very friendly and helpful. Proximity to public transportation was also a plus,A bit far away from city centre,8,POS
Estrel Berlin,Berlin,English,Turkish,The hotel's conference centre and location are outstanding.,Some rooms need a bit of a refurbishment.,8,POS
Estrel Berlin,Berlin,English,English(Romanian),"Estrel Berlin Hotel offers a remarkably exceptional experience. Superb rooms, spotlessly clean and well-equipped. Professional staff who are eager to assist. The location is convenient with easy access to various places of interest in Berlin.","Honestly, I found nothing significant that I disliked during my stay.",9,POS
Estrel Berlin,Berlin,English,Chinese,"The location of Estrel Berlin was super convenient with many choices for transportation. The rooms were neat, clean, and quite spacious. The staff was incredibly friendly and helpful.",No major downsides noted.,8,POS
Estrel Berlin,Berlin,English,English(Italian),The main attraction was its convenient location to the nearby train station.,"Frustrations began with check-in, which was slow and inefficient. The staff wasn't particularly friendly either. The rooms unfortunately weren't any better, they lacked cleanliness and were in desperate need of an update. To top it all, the hotel's Wi-Fi was extremely unreliable, often losing connection.",2,NEG
Estrel Berlin,Berlin,English,Russian,"Large conference hotel, with very helpful, friendly staff","My main issue with the Estrel Berlin was that the room was not clean upon arrival. There were hairs on the bed, the trash can wasn't emptied and there was a weird smell in the bathroom. Plus, the walls are so thin that I could hear every conversation in the rooms nearby. The mini bar fridge didn't work properly and the variety of food available at breakfast was limited and didn't feel fresh. This made my stay quite uncomfortable and I would not recommend this hotel to others because of this.",3,NEG
Estrel Berlin,Berlin,English,English(Korean),The location is convenient for the metro.,"The hotel was overcrowded with people attending a conference. The dining room, elevators, and lobby were always congested with attendees. The in-room Wifi was remarkably poor and intermittently disconnected. The checkout process was lengthy and the staff seemed uninterested in serving non-conference guests. The rooms were not properly cleaned and the noise from neighboring rooms was disruptive to say the least.",2,NEG
Estrel Berlin,Berlin,English,English(Korean),Ideal location for travel convenience.,The rooms are very outdated and not clean. The TV was not working. Wifi connection was poor and the breakfast was subpar for the price.,2,NEG
Estrel Berlin,Berlin,English,English(Spanish),The hotel has quite an impressive lobby and the staff at the front desk were friendly.,"The rooms, however, were dated, poorly lit, and the air conditioning was not effective. The bathroom lacked basic amenities and the towels provided were worn out. The breakfast buffet was hectic with limited choice and the restaurant staff seemed overwhelmed. Although the hotel is well located, the experience wasn't worth the price.",3,NEG
Generator Berlin Mitte,Berlin,English,German,"Staying at the Generator Berlin Mitte was an incredible experience. Its central location is perfect for anyone looking to explore the city, plus it is located in a lively neighborhood with plenty of restaurants and nightlife. The rooms are very comfortable and well-equipped, and the staff is incredibly friendly and helpful. The communal spaces also add a nice touch, providing a great atmosphere for meeting fellow travelers.","It was a little noisy at times, but that's to be expected in the heart of the city.",9,POS
Generator Berlin Mitte,Berlin,English,Romanian,"The Generator Berlin Mitte was a splendid experience. Its location in one of Berlin's most vibrant districts is a big plus. Our room was comfortable, and the staff were very friendly. There were many great bars and restaurants in the immediate area. Access to public transport was excellent, which made exploring the rest of Berlin a breeze.","The only issue was a slight noise from the street in the late hours due to its location in a lively neighborhood, but it wasn't too disruptive.",8,POS
Generator Berlin Mitte,Berlin,English,English(Turkish),Outstanding location with convenient access to public transportation and major attractions. Dynamic atmosphere perfect for young travelers. The staff were welcoming and extremely helpful.,The lack of individual power sockets next to the beds is slightly inconvenient. More vegetarian options in the restaurant would be appreciated.,9,POS
Generator Berlin Mitte,Berlin,English,English(Chinese),"Lovely, modern hotel in a great location. Rooms are spacious and cleaned daily and the food at the on-site restaurant is really good. Staff were all very friendly and helpful too.",Limited parking available. It would be better if there were more options.,8,POS
Generator Berlin Mitte,Berlin,English,Russian,"Perfect location, friendly staff, and the hostel offers a social atmosphere which makes it easy to meet other travelers.",nan,8,POS
Generator Berlin Mitte,Berlin,English,English(Chinese),The art-theme and modern aesthetic was quite appealing as was the central location.,"Although the hotel looks trendy and modern, it lacks the basic amenities one would expect from a hotel. The rooms were cramped and poorly lit. The toilets and showers were shared which was not clearly indicated when booking. The staff was not particularly engaging or helpful. The noise was unbearable at times disrupting sleep and it seems the hostel attracts a younger, boisterous crowd which may not be to everyone's liking. The 'free Wi-Fi' was practically non-existent in the rooms. Lastly, there were also some issues with cleanliness and maintenance.",3,NEG
Generator Berlin Mitte,Berlin,English,English(German),Centrally located,Rooms are extremely small and poorly ventilated. The bedding had stains and the toilet wasn't cleaned regularly. Noise from the street and other rooms affected sleep quality. Customer service was not up to the mark,4,NEG
Generator Berlin Mitte,Berlin,English,English(Chinese),"The location is good, right in the city center and near the subway station","The room was cramped. The beds were uncomfortable, making it almost impossible to get a good night's sleep. Also, the customer service was far from satisfactory.",2,NEG
Generator Berlin Mitte,Berlin,English,Korean,Convenient location with shopping milieu and public transport readily available.,"Room conditions could be greatly improved, as it felt rather untidy and not well-maintained. Customer service was also unsatisfactory, with the staff seeming uninterested and unhelpful upon various queries.",4,NEG
Generator Berlin Mitte,Berlin,English,Italian,"Modern decor, centrally located","Very noisy, lack of air conditioning, uncomfortable bed.",4,NEG
Moxy Bucharest Old Town,Bucharest,English,English(German),"Situated in the heart of the old town, Moxy Bucharest Old Town provides a fantastic base to explore the city. The staff were extremely friendly and helpful, and the rooms were modern, clean, and comfortable. The included breakfast contained a wide variety of options, and the hotel's bar was an excellent place to unwind after a long day of sightseeing.",nan,9,POS
Moxy Bucharest Old Town,Bucharest,English,English(Turkish),"Moxy Bucharest Old Town offers travelers a living experience with fresh and stylish design and modern services. It is close to several touristic attractions, shopping places, and the view from the room is stunning. The rooms are comfortable, clean and finely designed. Lounge bar has a good variety of drinks and the staff is very kind and helpful.","Additional services such as food and beverages are a bit pricey. However, there are plenty of restaurants and cafeterias around the hotel.",8,POS
Moxy Bucharest Old Town,Bucharest,English,Spanish,"The ambiance was top notch at the Moxy Bucharest Old Town. The location was superb, located right in the heart of the old town. The staff were courteous and friendly.",The only downside was the inability to control the room temperature.,8,POS
Moxy Bucharest Old Town,Bucharest,English,English(Romanian),"Location is perfect, right in the heart of the city. The staff were fantastic and couldn't do enough to help. The room was modern, clean and comfortable.",Breakfast could use more variety,8,POS
Moxy Bucharest Old Town,Bucharest,English,Italian,"Moxy Bucharest Old Town is a gracious delight in Bucharest; the hotel is centrally located making it easy to explore Old Town. The quirky, modern design of the hotel attracted me. The rooms are immaculate and comfortable. A wide array of delectable selection for breakfast is available. The staff was courteous and helpful.","A minor issue - the lighting system in the rooms could be improved. It was a bit dark for my preference. Besides, the hotel could benefit from a gym or spa facilities.",8,POS
Moxy Bucharest Old Town,Bucharest,English,English(Russian),The location is quite central and accessible to public transportation.,"The accommodations were subpar with uncomfortable beds and too small rooms. Noise from nightclubs in the vicinity was unbearable until the early hours of the morning. The service was lackluster with staff being somewhat unresponsive and not too friendly. Housekeeping seemed irregular and ineffective, leaving the room not entirely clean. The supposed 'continental breakfast' was extremely basic and not worth the price. Additionally, the Wifi signal was intermittently cutting out which is inconvenient for both business and leisure travelers. I wouldn't recommend this hotel due to all these negative experiences.",2,NEG
Moxy Bucharest Old Town,Bucharest,English,Italian,The hotel has modern decor and is in a great location near the old town. The staff was friendly and the rooms were clean on arrival.,"The sound-proofing was poor, I could hear noise from the street and people in the hallways of the hotel. The small elevator was inadequate for the number of guests, causing long waits at peak hours. The bathroom had poor lighting making it difficult to get ready in the mornings.",4,NEG
Moxy Bucharest Old Town,Bucharest,English,English(French),"The hotel is located in the heart of Bucharest's Old Town, placing it in the center of activity and local attractions.","Despite its prime location, the experience at Moxy Bucharest Old Town was far from satisfying. The room was smaller than expected, with limited storage space for personal belongings. The beds were uncomfortably firm and the noise from the street was extremely disturbing, especially late into the night. The state of cleanliness was also a problem, as the room was not very well maintained and housekeeping was inconsistent. Additionally, the staff wasn't particularly warm or welcoming, making the stay even less pleasurable.",3,NEG
