Hotel Name,City Name,Review_Language,Prompt_Language,Upside_Review,Downside_Review,Review_Score,Sentiment
Avis Hotel By WS Hotel Group,Bucharest,Romanian,Italian,"Amplasarea hotelului a fost convenabilă, fiind aproape de centrul orașului și de majoritatea punctelor de interes.","Din păcate, nivelul general al serviciilor a fost mai mic decât mă așteptam. Camera fiind nepregătită la sosire, lenjeria de pat nu era curată, iar personalul a părut nepăsător și neajutorător în fața problemelor noastre. De asemenea, micul dejun oferit a fost destul de neconvingător, cu opțiuni limitate și produse de calitate îndoielnică. WiFi-ul nu a funcționat bine, îngreunându-mi capacitatea de a lucra și de a rămâne conectat.",3,NEG
Avis Hotel By WS Hotel Group,Bucharest,Romanian,English(French),"Aspectele pozitive au fost localizarea lângă aeroport și echipa prietenoasă de la recepție, care a fost întotdeauna disponibilă să ajute.","Camera nu era curată, acul din covor nu a fost aspirat, pe prosoape erau păr, iar în baie erau zgârieturi și mucegai. Izolarea fonica a fost groaznică, se putea auzi totul de pe coridor. Micul dejun a fost mediocru, cu selecție limitată și calitatea alimentelor nu a fost așa cum mă așteptam. Wi-Fi-ul era slab și nu puteam să fac lucrurile pentru care aveam nevoie. Deși personalul a fost amabil, nu cred că voi mai rămâne aici data viitoare când vine vorba de a alege un hotel în București.",3,NEG
Avis Hotel By WS Hotel Group,Bucharest,Romanian,English(Romanian),"Personalul a fost amabil, dar asta a fost singura parte pozitivă a sejurului meu.","Cameră neîngrijită, sub standardele așteptărilor. Facilități lipsă și serviciu de cameră de calitate slabă. Nu am avut o experiență plăcută.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Italian,"Vitan ApartHotel este un hotel de design modern, cu camere spațioase și mobilier elegant. Apreciez poziționarea centrală, permițându-mi să vizitez multe puncte de interes fără a petrece mult timp în traseu. Apartamentul în care am stat era dotat cu toate facilitățile necesare, inclusiv o bucătărie complet echipată, ceea ce m-a ajutat să economisesc bani pe mese. Personalul a fost foarte prietenos și întotdeauna pregătit să ajute. O altă caracteristică importantă a fost curățenia, care a fost pe măsura așteptărilor mele.","Hotelul nu are propriul parc de parcare, dar puteți găsi parcări la câteva minute de mers pe jos. Un alt aspect care ar putea fi dezamăgitor este că hotelul nu are un restaurant propriu, dar în apropiere sunt multe opțiuni de luat masa. Cu toate acestea, datorită facilităților de gătit disponibile în cameră, acest lucru nu a reprezentat o problemă majoră pentru mine.",9,POS
Vitan ApartHotel,Bucharest,Romanian,English(Turkish),"Apartamentul a fost impecabil, curat și confortabil. Personalul de la recepție a fost foarte amabil și prompt. Ne-am simțit foarte bine și cu siguranță vom reveni.","Parcarea este puțin dificilă în zonă, dar am reușit de fiecare dată să găsim loc.",9,POS
Vitan ApartHotel,Bucharest,Romanian,English(German),"Am apreciat foarte mult amplasarea hotelului într-o zonă liniștită, departe de agitația și zgomotul orașului, dar totodată la o distanță accesibilă de principalele obiective turistice. Camerele au fost foarte confortabile și bine echipate, iar personalul extrem de drăguț și serviabil.",Nu am avut nimic de obiectat în ceea ce privește șederea mea la ApartHotel Vitan.,10,POS
Vitan ApartHotel,Bucharest,Romanian,Spanish,"Aproape de Mall Vitan, acces facil la mijloacele de transport în comun. Check-in rapid, personal amabil. Camerele sunt spațioase și bine întreținute. Bucătăria este dotată cu toate utilitățile necesare.","Wi-Fi-ul ar putea fi mai bun, la ore de vârf se mișcă mai greu. Ați putea îmbunătăți și canalele de televiziune oferite.",8,POS
Vitan ApartHotel,Bucharest,Romanian,English(Korean),"Apartamentul este spațios, mobilierul modern, bucătăria echipată cu tot ce ai nevoie, foarte curat, salteaua confortabilă. Am apreciat și disponibilitatea personalului.","Zona în care se găsește apartamentul nu este dintre cele mai bune. Totuși, cu mașina sau taxiul se ajunge repede în centru.",8,POS
Vitan ApartHotel,Bucharest,Romanian,English(Russian),Confortul camerei și curățenia exemplară,Micul dejun ar putea fi mai variat,9,POS
Vitan ApartHotel,Bucharest,Romanian,French,"Apartamentul a fost excellent, am avut intimitate, a fost curat si confortabil. Bucătăria a fost utilă, am putut să gătim mesele noastre. Angajații erau foarte prietenoși și serviabili. Locația este bună, aproape de multe puncte de atracție din București.","Zgomotul orașului a fost puțin deranjant noaptea, dar acest lucru este de așteptat într-o locație centrală.",9,POS
Vitan ApartHotel,Bucharest,Romanian,English(Italian),"Am apreciat enorm locaţia centrală a hotelului, confortul camerei şi promptitudinea personalului. Toate acestea au contribuit la un sejur minunat.","Micul dejun putea fi un pic mai variat, dar în condiţiile actuale cred că au făcut tot posibilul.",8,POS
Vitan ApartHotel,Bucharest,Romanian,Korean,"Camera este mare și confortabilă, cu o bucătărie utilată corespunzător. Este o locație excelentă, foarte aproape de centrul orașului.","Cam greu de găsit, dar odată ce vă obișnuiți cu locul, nu este o problemă.",8,POS
Vitan ApartHotel,Bucharest,Romanian,Korean,"Personalul este foarte amabil și gata să ajute, iar apartamentele sunt curate și confortabile. Locația este ideală, aproape de multe atracții turistice și restaurante.",Singurul dezavantaj ar fi faptul că parcarea este cu plată.,8,POS
Vitan ApartHotel,Bucharest,Romanian,English(German),Locația este accesibilă.,"Camera nu era curată, miros de mucegai în baie și mizerie pe jos. Lenjeria de pat părea neîngrijită și neschimbată. Micul dejun era foarte limitat și fără varietate. Personalul de la recepție nu a fost prea amabil sau rezolvativ. Conexiunea WiFi a fost instabilă și lentă.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(Romanian),"ApartHotelul Vitan din București are o poziție relativ centrală, aproape de principalele puncte de interes.","Cu toate acestea, condițiile de cazare lasă mult de dorit. Camerele sunt vechi și au nevoie de renovare. Membrii personalului nu sunt suficient de amabili sau serviabili. În plus, posibilitățile de parcare sunt limitate, ceea ce a făcut toată experiența destul de frustrantă.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Spanish,NaN,"Toate au fost rele. Mizerie multă, lenjerie murdară, băi care nu puteau fi închise, nimic pozitiv unde aș putea menționa. Nu recomand deloc această unitate de cazare.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Spanish,"Locatia este buna, aproape de centrul orasului.","Camera foarte mica, mobilier vechi si deteriorat. Curatenia lasa de dorit, praful se putea vedea cu ochiul liber peste tot. Baia este mica si neaerisita, cu mirosuri neplacute. Receotionerul nu a fost foarte amabil, ne-a impus sa platim inainte de a vedea camera. Nu pot spune ca am avut o experienta placuta, studioul cu adevarat nu isi merita banii.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Russian,Angajații au fost prietenoși,"Camera nu era foarte curată, peștele de la restaurant nu era foarte proaspăt și zona nu era foarte sigură noaptea.",2,NEG
Vitan ApartHotel,Bucharest,Romanian,English(French),Hotelul este situat într-o zonă centrală a Bucureştiului,"Calitatea serviciilor nu a fost la înălțime. Camera a fost nepregătită la sosirea mea, lenjeria de pat părea neschimbată, mobilierul era deteriorat și serviciul client a fost slab",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Turkish,Nimic pozitiv de menționat,"Curățenia a fost sub orice critica, mobilierul vechi și uzat, lenjeriile pătate. Nu am avut o experiență plăcută aici.",2,NEG
Vitan ApartHotel,Bucharest,Romanian,Chinese,NaN,Camera nu era curată. Notă insuficientă pentru condiții și dotări. Serviciul de curățenie ar putea fi îmbunătățit în mod semnificativ.,3,NEG
Vitan ApartHotel,Bucharest,Romanian,Chinese,Locația este convenabilă pentru cei care doresc să exploreze centrul orașului București.,"Personalul nu este foarte prietenos, camerele nu sunt curate în mod adecvat și internetul este foarte lent. De asemenea, izolația fonică este slabă, auzindu-se zgomotele din camerele alăturate.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(Chinese),"Locația este bună, aproape de centrul orașului.","Camerele sunt murdare, serviciul este rău și mâncarea nu este deloc apetisantă. Nu recomand acest hotel.",2,NEG
Vitan ApartHotel,Bucharest,Romanian,Italian,Nimic notabil.,"Personal nepoliticos și neprofesionist. Mizerie în camere și liniștea este perturbată în mod constant de zgomotul din afara hotelului. De asemenea, calitatea mâncării este sub așteptări.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(German),Gazde prietenoase și plăcute.,"Acest apartament nu putea fi numit hotel. Părea mai mult o garsonieră într-o bloc turn vechi. Aerul condiționat nu funcționa, bucătăria era murdară și canapeaua era răsturnată. Baia era plină de mucegai și arăta ca și cum nu fusese curățată de multă vreme. WiFi-ul era lent și nu se conecta întotdeauna. Zgomotul stradal a fost foarte puternic și ne-a perturbat somnul.",2,NEG
Vitan ApartHotel,Bucharest,Romanian,French,Locația hotelului este decentă,"Curățenia lasă de dorit, mobilierul este vechi și nu este suficientă apă caldă. Serviciul este destul de slab, iar micul dejun este destul de limitat.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(Romanian),Personal amabil si prompt.,"Curatenia in camera lasa de dorit, mobilierul este vechi si deteriorat. Nu se respecta normele de liniste si igiena in bucatarie este departe de a fi satisfacatoare.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,German,Mă asteptam să găsesc un confort mai bun având în vedere pozele și descrierea hotelului. Camera în care m-am cazat nu arăta deloc ca în poze. Am fost dezamăgit de condițiile de cazare oferite și nu consider că prețul plătit este pe măsură.,"Personalul a fost nepoliticos și neinteresat de confortul clienților. De asemenea, curățenia în cameră a fost precară, mai ales în baie. Am găsit păr în duș și robinetul era ruginit, semn că nu fusese curățat de o bună perioadă de timp. De asemenea, mobila era deja uzată, iar televizorul era vechi și avea doar câteva canale. Hotelul este amplasat într-o zonă lărmuitoare și am avut probleme cu somnul din acest motiv. În general, am avut o experiență neplăcută și nu recomand acest hotel.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Russian,Acces facil la mijloacele de transport public.,"Confortul si curatenia lasa mult de dorit, iar personalul este destul de nepoliticos. Alimentele din mini-bar erau expirate. Nu aș recomanda acest hotel altor turiști.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(Romanian),"Apartamentul este destul de spațios, cu o vedere frumoasă a orașului.","Condițiile din apartamentul în care am stat erau dezastruoase. Mobila era veche și deteriorată, cu semne clare de uzură. De asemenea, curățenia lasă mult de dorit - am găsit sacul de gunoi plin și toaleta era murdară. Deși este un aparthotel, dotările de bucătărie sunt minimale și insuficiente. La aceeași preț, poți găsi cazare mai bună în alte părți.",2,NEG
Vitan ApartHotel,Bucharest,Romanian,Romanian,Locație bună pentru mine. Nimic altceva.,"Apartamentul este departe de a fi curat, covoarele au un miros urât care nu se poate opri. Wifi nu funcționează aproape deloc. Zgomotul de la trafic este oribil și nu puteți dormi toată noaptea. De asemenea, echipa nu este foarte utilă. Nu o să mai stau aici și nici nu aș recomanda nimănui.",2,NEG
Vitan ApartHotel,Bucharest,Romanian,English(Spanish),Amplasarea este destul de bună,"Camera nu era curată, lenjeria de pat nu părea schimbată. Serviciile sunt subpar, iar personalul nu era prea prietenos sau util.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(Turkish),"Locația este relativ convenabilă, ușor accesibilă cu transportul public.","Camera era destul de murdară când am ajuns. Sistemul de aer condiționat nu a funcționat bine, a făcut mult zgomot. Personalul de la recepție nu a fost foarte amabil sau util.",4,NEG
Vitan ApartHotel,Bucharest,Romanian,English(German),"Locația hotelului este convenabilă, fiind aproape de principalele atracții turistice în București.","Din păcate, șederea la Vitan ApartHotel a fost dezamăgitoare. Camera era învechită și nu prea curată. Baia avea nevoie de lucrări serioase de renovare și oaspeților li se oferea un număr limitat de produse de toaletă. Personalul nu era prea servicial și avea o atitudine neprietenoasă. De asemenea, micul dejun oferit de hotel era mediocru și nu exista o varietate suficientă de opțiuni pentru a satisface diferitele diete.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Romanian,Locația este acceptabilă.,"Hotelul este bine sub standardele advertise. Camerele sunt mici și murdare, iar saltelele sunt foarte inconfortabile. Curățenia lasă mult de dorit, iar micul dejun a fost foarte dezamăgitor. Personalul de la recepție a fost nepoliticos și neprofesionist.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Turkish,Amplasarea apartamentului destul de convenabilă,"Patul era inconfortabil, nu era încălzirea puse în apartamente, curentul se întrerupea în mod constant. În baie nu erau suficiente articole de igienă. General, întreținerea și curățenia locului lăsau mult loc de dorit. Voi evita pe viitor acest loc.",4,NEG
Vitan ApartHotel,Bucharest,Romanian,Chinese,Apartamentul este spatios,"Doar ca zgomotul care venea de la drumul principal a fost aproape insuportabil, am avut doar un set de prosoape si nu suficiente articole de toaleta. Calitatea lenjeriei de pat este scazuta, iar curatenia in baie nu era satisfacatoare.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Romanian,"Localizarea este bună, având în vedere proximitatea de centrul Bucureștiului.","Confortul lasă mult de dorit. Mobilier vechi, saltele incomode și lenjerie de pat uzată. În baie era o constată mucegai persistent, iar condițiile de igienă nu erau cele mai bune. Din nefericire, serviciile personalului nu au fost pe măsura așteptărilor. Părăsesc acest hotel cu un sentiment de nemulțumire și îl recomand doar celor care pot ignora aceste detalii.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,Romanian,-,Pacat de apartament! Poate ca nu este curatat si dezinfectat bine dupa fiecare turist! Nu recomand!,3,NEG
Vitan ApartHotel,Bucharest,Romanian,Korean,Locatia este decenta,"Camera foarte mică, dificultăți cu parcare. Nu este un hotel în care aș reveni.",3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(German),nan,"Conditiile au fost dezamagitoare. Zgomot constant de la circulatia intensa, lipsesc facilitati cum ar fi un cuptor cu microunde si un frigider. De asemenea, patul era inconfortabil, televizorul nu avea multe canale si bateria de la telecomanda era moarta. Toaleta era murdara si nu functiona corespunzator. Iluminatul era slab si aerul conditionat functiona numai la capacitate mica.",2,NEG
Vitan ApartHotel,Bucharest,Romanian,English(French),Proximitatea de centrul comercial Vitan,Apartamentul rezervat nu era curățat de la ultimul oaspete. Țolul este congestionat și a existat un miros neplăcut constant. Baia era mizerabil de curățată. Acestor aspecte neplăcute li s-a adăugat comportamentul nerespectuos al personalului de la recepție care nu dorește să soluționeze problemele întâmpinate.,3,NEG
Vitan ApartHotel,Bucharest,Romanian,English(French),"Locația este convenabilă, fiind aproape de centrul orașului și de stațiile de transport în comun.","Am fost dezamăgit de calitatea serviciilor prestate. Camera nu a fost curățată corespunzător și lipsea apa caldă pentru o perioadă lungă de timp. De asemenea, personalul nu a fost foarte prietenos și m-aș fi așteptat la un serviciu mai bun având în vedere prețul plătit.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Korean,"Serviciu excelent, camere confortabile",Pretul a fost putin mare,8,POS
Grand Hotel Bucharest,Bucharest,Romanian,Turkish,"Amabilitatea personalului m-a impresionat, camerele sunt spatioase si curate. Micul dejun este delicios si diversificat.","WiFi-ul a functionat destul de incet, iar acest aspect necesita imbunatatiri.",8,POS
Grand Hotel Bucharest,Bucharest,Romanian,English(Italian),"Cu siguranta, micul dejun excelent, amplasarea centrala si serviciul prompt al personalului sunt cele trei aspecte marcante ale sejurului meu la Grand Hotel Bucharest. Recomand cu caldura!","Am avut o usoara problema cu temperatura la air condition, dar a fost remediată rapid.",8,POS
Grand Hotel Bucharest,Bucharest,Romanian,English(Chinese),"Acest hotel este excelent! Personalul este foarte prietenos, mâncarea este delicioasă și camerele sunt foarte curate și confortabile.",Nu am găsit nimic de reproșat.,10,POS
Grand Hotel Bucharest,Bucharest,Romanian,Turkish,"Confortabil, modern, curat și cu un personal profesionist",Zgomotul stradal ar putea fi o problemă pentru unele persoane,8,POS
Grand Hotel Bucharest,Bucharest,Romanian,English(German),"Grand Hotel Bucharest este un loc foarte elegant, cu personal  atent și amabil. Camera a fost spatioasa, curata si confortabila, iar mancarea a fost delicioasa. Pozitionarea centrala a hotelului a adaugat un bonus.",Nu am avea nici o plangere.,10,POS
Grand Hotel Bucharest,Bucharest,Romanian,English(Spanish),Superb - locație excelentă în inima Bucureștiului și servicii de calitate superioară. Personalul a fost foarte amabil și util.,"Wi-Fi-ul a fost uneori nesigur, dar nu a fost o problemă majoră.",9,POS
Grand Hotel Bucharest,Bucharest,Romanian,English(Romanian),"Camera extrem de confortabila, servicii impecabile, localizare excelentă",Niciun minus notabil,9,POS
Grand Hotel Bucharest,Bucharest,Romanian,English(Turkish),Camera a fost foarte confortabilă cu o vedere frumoasa către oras. Personalul a fost amabil și foarte atent la nevoile noastre,Nu am întâlnit aspecte negative în timpul șederii noastre,9,POS
Grand Hotel Bucharest,Bucharest,Romanian,Turkish,"Locația excelentă a hotelului, servirea prietenoasă și profesionistă a staff-ului și camerele curate, luminoase și confortabile","Prețul pentru parcarea mașinii este destul de ridicat. De asemenea, micul dejun ar putea fi mai diversificat.",8,POS
Grand Hotel Bucharest,Bucharest,Romanian,Russian,"Locatia centrala a fost un plus, avand posibilitatea de a explora usor orasul.","Camerele sunt invechite si se resimte nevoia unui refresh. Paturile nu sunt confortabile, iar calitatea lenjeriei lasa de dorit. Micul dejun este banal si repetativ, iar personalul la restaurant par evazivi si lipsiti de entuziasm. Baile sunt neingrijite, cu obiecte sanitare vechi si lipsa unor facilitati de baza precum gel de dus sau sampon. Nu recomand acest hotel pentru un sejur confortabil in Bucuresti.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Chinese,Locatia este perfecta.,"Camerele sunt putin invechite, amplasarea lor lasa de dorit. Camerele dintr-un anumit sector sunt foarte galagioase noaptea deoarece se aud zgomotele din club. In plus, am avut parte de o problema cu apa calda care nu a putut fi rezolvata imediat.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(French),Amplasarea centrală a hotelului,"Personal nepoliticos, camera neigienică cu mobilier vechi și distrus. Serviciile de curățenie nu au fost la nivelul așteptărilor. Calitatea mâncării de la restaurant a fost sub standarde decente.",2,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Chinese,Mancarea din restaurant este delicioasa,"Pretul pentru camera pe noapte a fost destul de ridicat, avand in vedere serviciile oferite. Mobilierul din camera era vechi si patul uncomfortable. Semnalul la Wi-Fi era foarte slab, aproape inexistent.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Chinese,"Ambianta eleganta, personalul politicos","Curatenie insuficienta in camera, mic dejun variat dar de slaba calitate, piscina inchisa fara preaviz",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Spanish,Personalul este amabil și serviabil.,"Micul dejun neimpresionant, s-ar putea face în mod mai eficient. Camerele necesită renovare și modernizare.",5,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(German),"Locatia este excelenta, chiar in centrul orasului.","Aceasta experienta nu a fost deloc placuta. Serviciul lasa mult de dorit - personalul era nepoliticos si neajutorator. Camerele erau murdare, se pare ca nu fusesera curatate corespunzator. De asemenea, mobilierul era vechi si parea uzat. Micul dejun era foarte limitat ca optiuni si de proasta calitate. Nu merita pretul.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Italian,Locația centrală a hotelului este foarte avantajoasă pentru explorarea orașului.,"Camera de hotel era neașteptat de mică și necurată. Mobilierul se vedea că este vechi și deteriorat. De asemenea, serviciul de cameră nu a venit să facă curățenie în camera mea decât după ce am insistat la recepție. Micul dejun nu a oferit multe opțiuni și calitatea alimentelor a lăsat de dorit.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Spanish),Camerele sunt spațioase și cu mobilier frumos.,"Personalul recepției nu a fos deloc amabil, nu prea ajutătoriu. Micul dejun a fo fără diversitate, produse neinteresante, cu gust mediu, preț prea mare pentru calitatea oferită. Camera ar trebui să fie mai curată, spații comune (hol, lift, recepție) cu miros neplăcut. Nu există un raport calitate-preț corect.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,French,"Pozitia hotelului este convenabila, in inima Bucurestiului, cu acces usor la mijloacele de transport public si la principalele atractii turistice.","Camera avea o problema persistenta cu apa calda, care a fost greu de rezolvat de catre personal. In plus, micul dejun oferit a fost destul de limitat la optiuni si de quality slaba. Conexiunea la internet era de asemenea instabila.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(German),Designul hotelului este elegant,"Camerele sunt neîngrijite, serviciul este lent și neatenționat, dar cel mai negativ aspect a fost calitatea slabă a mâncării din restaurantul hotelului.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Turkish,Amplasarea este convenabilă,"Cameră murdară, personal nepoliticos, mâncarea a fost sub medie. A fost o dezamăgire totală",2,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Chinese),Edificiul hotelului este impresionant.,"Am avut nefericita experiență de a constata un serviciu deficitar. Camera a fost doar superficial curățată, lenjeria păstra urme vizibile de folosire și cadrul general a fost nefast. În plus, personalul a fost neprietenos și răspunsul lor la plângerile mele a fost în total dezacord cu pachetul de servicii pe care ar trebui să îl ofere un hotel de această clasificare.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Italian),"Hotelul Grand din București este la o locație convenabilă, având fața la strada principală.","Serviciul nu a fost la înălțime. Mâncarea era mediocră și camerele nu erau suficient de curate. Mai mult decât atât, chiar și dacă am făcut rezervare, camera nu era gata când am ajuns.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,French,"Hotelul este situat în centrul orașului, aproape de toate punctele de interes turistice.","Camera nu era bine curățată la sosire, iar personalul nu a fost prea prietenos sau util. Calitatea mâncării la restaurant a lăsat mult de dorit. Prețurile sunt, de asemenea, destul de ridicate, având în vedere serviciile.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Turkish,Locația centrală,"Camera era nedezinfecată corespunzător, lenjerie veche si deteriorată, micul dejun slab, personal nepoliticos",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,French,Aproape de metrou și de centrul orașului.,"Mobilierul este vechi și deteriorat. Lenjeria de pat nu a fost schimbată pe toată durata șederii noastre, care a fost de 5 zile.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Korean,Localizare centrală este singurul avantaj.,"Camera era neîngrijită și serviciile nesatisfăcătoare. Personalul nu era deloc prietenos și nu părea să fie interesat de confortul oaspeților. De asemenea, mâncarea nu a fost pe placul meu.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(French),"Amplasarea este excelentă, fiind în inima Bucureștiului. Arhitectura clădirii este cu adevărat impunătoare.","Cu toate acestea, serviciile lasă de dorit pentru un hotel de această clasă. Personalul a fost neprofesionist și distant. Camerele nu erau foarte curate, am găsit chiar și câteva fire de păr pe lenjerie. Mâncarea a fost medie și nu a reușit să se ridice la nivelul așteptărilor mele. În plus, constatarea că prețul era supraevaluat raportat la serviciile primite, m-a făcut să îmi regret alegerea. Este un hotel care se preface a fi de lux, însă serviciile nu ating acest standard.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Spanish),Designul interior al hotelului era plăcut.,"Nu se poate realiza un check-in rapid, confortul patului era redus, pe timpul nopții făcea prea mult zgomot încălzirea, calitatea micului dejun era slabă și servirea era lentă. De asemenea, curățenia în camere lăsa de dorit, găsind mult praf sub pat și pe mobilier.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Korean,Schema hotelului este impresionantă și are o locație bună în centrul orașului,Camera hotelului era destul de veche și nu la standardele unui hotel de lux. Personalul nu a fost foarte prietenos și serviciul nu a fost la înălțime,4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(German),Locatia centrala,Servirea la bar a fost destul de neprofesionista si personalul de la receptie foarte neprietenos. Camera destul de mica pentru pretul cerut si micul dejun mult sub asteptari. Pretul din minibar este exorbitant si sistemul de aer conditionat functioneaza foarte zgomotos.,3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Italian),Aspectul exterior al hotelului e impresionant.,"Camera neluminoasa si cu un miros greu de tigara, chiar daca am specificat ca doresc o camera pentru nefumatori. Personalul a fost nepoliticos si neimplicat. Mic-dejunul a fost nefresc si cu o selectie limitata. Wi-Fi-ul a fost de asemenea, extrem de incet.",2,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Russian),Cladirea impressionanta.,"Camera era mica si intunecoasa, nu era foarte curata, iar serviciul de la personalul hotelului lasa mult de dorit. Nu as recomanda acest hotel altor turisti.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(French),"Amplasarea hotelului este bună, în centrul orașului.","Chiar dacă hotelul este situat într-o zonă bună, beneficiile se termină aici. Camera era murdară, cu mobilier vechi și deteriorat. Baia nu avea nici măcar cele mai elementare dotări de îngrijire personală. Personalul a fost nepoliticos și neajutorător. Calitatea mâncării la micul dejun a fost sub așteptări și prețurile la restaurant exorbitante. Wi-Fi-ul a avut probleme. Un mare dezamăgire!",1,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Russian),Camerele sunt spațioase.,"Deși am plătit pentru parcare, aceasta era mereu ocupată de clienții barului din hotel, fără niciun control. Nu mi-au furnizat bon fiscal la plecare, motivând că nu au cerneală la imprimantă și nu s-a rezolvat acest aspect până la urma șederii mele. Lumina din baie funcționa la intervale, ceea ce a fost extrem de deranjant. La recepție am fost întâmpinat cu nepăsare și lipsă de amabilitate. Mâncarea oferită la restaurantul hotelului a fost foarte slabă, cu porțiuni mici și prețuri exorbitante. Nu recomand acest hotel și cu siguranță nu mă voi mai întoarce aici.",2,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Spanish,"Locația este centrală, foarte bine plasată","Camera era neîngrijită și neprimitor, personalul la recepție nu a fost amabil și micul dejun nu a fost la nivelul așteptat. Aer condiționat nu funcționa corespunzător și îmi este dificil să dorm bine. Sper să vă îmbunătățiți serviciile în viitor.",3,NEG
Grand Hotel Bucharest,Bucharest,Romanian,English(Italian),Locația este foarte buna,"Camera era murdară, camera de zi mică și nefuncțională, serviciul la recepție a fost destul de rău, iar micul dejun a fost mediocru.",4,NEG
Grand Hotel Bucharest,Bucharest,Romanian,Chinese,"Amplasare bună, aproape de centrul orașului. Mic dejun variat.","Curățenia a lăsat de dorit, am găsit praf și păr pe podea. Serviciul a fost lent, iar personalul părea nepăsător. Wi-fi-ul a fost foarte slab în cameră.",3,NEG
Hotel Duke Romana,Bucharest,Romanian,Italian,"Hotelul Duke Romana din București are o localizare excelentă, personalul este foarte profesionist și prietenos. Camerele sunt primitoare și curate. Serviciile sunt de înaltă calitate și mâncarea a fost delicioasă.",Nu am avut nicio experiență neplăcută.,9,POS
Hotel Duke Romana,Bucharest,Romanian,English(Chinese),"O locație excelentă, liniștită și confortabilă, cu personal prietenos și foarte serviciabil. Camerele sunt spațioase și foarte curate. Mi-a plăcut foarte mult micul dejun variat și sănătos.","Nu au fost probleme majore, doar mici detalii precum lipsa unor canale TV internaționale. Dar acestea nu mi-au afectat în mod semnificativ șederea.",8,POS
Hotel Duke Romana,Bucharest,Romanian,Chinese,"Locația minunată, aproape de centrul orașului și de numeroase atractii turistice. Personalul a fost foarte prietenos și gata să ne ajute cu informații utile. Camerele erau curate și confortabile.","Micul dejun ar fi putut fi mai variat. În plus, izolarea fonică nu era cea mai bună, așa că am auzit zgomote de la alte camere.",8,POS
Hotel Duke Romana,Bucharest,Romanian,English(Korean),"Personal amabil și serviabil, curățenie impecabilă, locație centrală accesibilă.","Dacă vreun dezavantaj, ar fi că micul dejun putea fi mai divers.",9,POS
Hotel Duke Romana,Bucharest,Romanian,English(Korean),Serviciul a fost excelent si localizarea este foarte convenabila.,Nu am avut niciun inconvenient semnificativ.,8,POS
Hotel Duke Romana,Bucharest,Romanian,German,Am apreciat amabilitatea personalului și camera confortabilă,Micul dejun putea fi mai diversificat,9,POS
Hotel Duke Romana,Bucharest,Romanian,French,"Personalul a fost deosebit de amabil și solicit. Camerele au fost curate, bine pregătite și confortabile. Hotelul este bine situat vis-à-vis de mijloacele de transport public, fiind în apropiere de centrul orașului.","Prețul pentru micul dejun putea să fie puțin măsurat, cunoscând valoarea monedei locale.",8,POS
